taxonomy,conversion,weight
COM/Y:1999 - 2010/H:8/E:6,CR_LDUAL-DUL_H8,0.04
COM/Y:1999 - 2010/H:8/E:6,CR_LDUAL-DUM_H8,0.16
COM/Y:1999 - 2010/H:8/E:6,CR_LFINF-DUL_H8,0.165
COM/Y:1999 - 2010/H:8/E:6,CR_LFINF-DUM_H8,0.165
COM/Y:1999 - 2010/H:8/E:6,CR_LFM-DUL_H8,0.225
COM/Y:1999 - 2010/H:8/E:6,CR_LFM-DUM_H8,0.225
COM/Y:1999 - 2010/H:8/E:6,CR_LWAL-DUL_H8,0.002
COM/Y:1999 - 2010/H:8/E:6,CR_LWAL-DUM_H8,0.008
COM/Y:1999 - 2010/H:8/E:6,S_LFBR-DUL_H8,0.002
COM/Y:1999 - 2010/H:8/E:6,S_LFBR-DUM_H8,0.008
COM/Y:1999 - 2010/H:9/E:3,CR_LDUAL-DUL_H9,0.04
COM/Y:1999 - 2010/H:9/E:3,CR_LDUAL-DUM_H9,0.16
COM/Y:1999 - 2010/H:9/E:3,CR_LFINF-DUL_H9,0.165
COM/Y:1999 - 2010/H:9/E:3,CR_LFINF-DUM_H9,0.165
COM/Y:1999 - 2010/H:9/E:3,CR_LFM-DUL_H9,0.225
COM/Y:1999 - 2010/H:9/E:3,CR_LFM-DUM_H9,0.225
COM/Y:1999 - 2010/H:9/E:3,CR_LWAL-DUL_H9,0.002
COM/Y:1999 - 2010/H:9/E:3,CR_LWAL-DUM_H9,0.008
COM/Y:1999 - 2010/H:9/E:3,S_LFBR-DUL_H9,0.002
COM/Y:1999 - 2010/H:9/E:3,S_LFBR-DUM_H9,0.008
COM/Y:1999 - 2010/H:9/E:4,CR_LDUAL-DUL_H9,0.04
COM/Y:1999 - 2010/H:9/E:4,CR_LDUAL-DUM_H9,0.16
COM/Y:1999 - 2010/H:9/E:4,CR_LFINF-DUL_H9,0.165
COM/Y:1999 - 2010/H:9/E:4,CR_LFINF-DUM_H9,0.165
COM/Y:1999 - 2010/H:9/E:4,CR_LFM-DUL_H9,0.225
COM/Y:1999 - 2010/H:9/E:4,CR_LFM-DUM_H9,0.225
COM/Y:1999 - 2010/H:9/E:4,CR_LWAL-DUL_H9,0.002
COM/Y:1999 - 2010/H:9/E:4,CR_LWAL-DUM_H9,0.008
COM/Y:1999 - 2010/H:9/E:4,S_LFBR-DUL_H9,0.002
COM/Y:1999 - 2010/H:9/E:4,S_LFBR-DUM_H9,0.008
COM/Y:1999 - 2010/H:9/E:5,CR_LDUAL-DUL_H9,0.04
COM/Y:1999 - 2010/H:9/E:5,CR_LDUAL-DUM_H9,0.16
COM/Y:1999 - 2010/H:9/E:5,CR_LFINF-DUL_H9,0.165
COM/Y:1999 - 2010/H:9/E:5,CR_LFINF-DUM_H9,0.165
COM/Y:1999 - 2010/H:9/E:5,CR_LFM-DUL_H9,0.225
COM/Y:1999 - 2010/H:9/E:5,CR_LFM-DUM_H9,0.225
COM/Y:1999 - 2010/H:9/E:5,CR_LWAL-DUL_H9,0.002
COM/Y:1999 - 2010/H:9/E:5,CR_LWAL-DUM_H9,0.008
COM/Y:1999 - 2010/H:9/E:5,S_LFBR-DUL_H9,0.002
COM/Y:1999 - 2010/H:9/E:5,S_LFBR-DUM_H9,0.008
COM/Y:<= 1960/H:1/E:1,CR_LFINF-DUL_H1,0.09
COM/Y:<= 1960/H:1/E:1,CR_LFM-DUL_H1,0.015
COM/Y:<= 1960/H:1/E:1,MCF_LWAL-DUL_H1,0.53
COM/Y:<= 1960/H:1/E:1,MR_LWAL-DUL_H1,0.005
COM/Y:<= 1960/H:1/E:1,MUR_LWAL-DNO_H1,0.34
COM/Y:<= 1960/H:1/E:1,S_LFBR-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:1,S_LFM-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:2,CR_LFINF-DUL_H1,0.09
COM/Y:<= 1960/H:1/E:2,CR_LFM-DUL_H1,0.015
COM/Y:<= 1960/H:1/E:2,MCF_LWAL-DUL_H1,0.53
COM/Y:<= 1960/H:1/E:2,MR_LWAL-DUL_H1,0.005
COM/Y:<= 1960/H:1/E:2,MUR_LWAL-DNO_H1,0.34
COM/Y:<= 1960/H:1/E:2,S_LFBR-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:2,S_LFM-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:3,CR_LFINF-DUL_H1,0.09
COM/Y:<= 1960/H:1/E:3,CR_LFM-DUL_H1,0.015
COM/Y:<= 1960/H:1/E:3,MCF_LWAL-DUL_H1,0.53
COM/Y:<= 1960/H:1/E:3,MR_LWAL-DUL_H1,0.005
COM/Y:<= 1960/H:1/E:3,MUR_LWAL-DNO_H1,0.34
COM/Y:<= 1960/H:1/E:3,S_LFBR-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:3,S_LFM-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:4,CR_LFINF-DUL_H1,0.09
COM/Y:<= 1960/H:1/E:4,CR_LFM-DUL_H1,0.015
COM/Y:<= 1960/H:1/E:4,MCF_LWAL-DUL_H1,0.53
COM/Y:<= 1960/H:1/E:4,MR_LWAL-DUL_H1,0.005
COM/Y:<= 1960/H:1/E:4,MUR_LWAL-DNO_H1,0.34
COM/Y:<= 1960/H:1/E:4,S_LFBR-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:4,S_LFM-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:5,CR_LFINF-DUL_H1,0.09
COM/Y:<= 1960/H:1/E:5,CR_LFM-DUL_H1,0.015
COM/Y:<= 1960/H:1/E:5,MCF_LWAL-DUL_H1,0.53
COM/Y:<= 1960/H:1/E:5,MR_LWAL-DUL_H1,0.005
COM/Y:<= 1960/H:1/E:5,MUR_LWAL-DNO_H1,0.34
COM/Y:<= 1960/H:1/E:5,S_LFBR-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:5,S_LFM-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:6,CR_LFINF-DUL_H1,0.09
COM/Y:<= 1960/H:1/E:6,CR_LFM-DUL_H1,0.015
COM/Y:<= 1960/H:1/E:6,MCF_LWAL-DUL_H1,0.53
COM/Y:<= 1960/H:1/E:6,MR_LWAL-DUL_H1,0.005
COM/Y:<= 1960/H:1/E:6,MUR_LWAL-DNO_H1,0.34
COM/Y:<= 1960/H:1/E:6,S_LFBR-DUL_H1,0.01
COM/Y:<= 1960/H:1/E:6,S_LFM-DUL_H1,0.01
COM/Y:<= 1960/H:2/E:1,CR_LFINF-DUL_H2,0.13
COM/Y:<= 1960/H:2/E:1,CR_LFM-DUL_H2,0.035
COM/Y:<= 1960/H:2/E:1,MCF_LWAL-DUL_H2,0.584
COM/Y:<= 1960/H:2/E:1,MR_LWAL-DUL_H2,0.001
COM/Y:<= 1960/H:2/E:1,MUR_LWAL-DNO_H2,0.24
COM/Y:<= 1960/H:2/E:1,S_LFBR-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:1,S_LFM-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:2,CR_LFINF-DUL_H2,0.13
COM/Y:<= 1960/H:2/E:2,CR_LFM-DUL_H2,0.035
COM/Y:<= 1960/H:2/E:2,MCF_LWAL-DUL_H2,0.584
COM/Y:<= 1960/H:2/E:2,MR_LWAL-DUL_H2,0.001
COM/Y:<= 1960/H:2/E:2,MUR_LWAL-DNO_H2,0.24
COM/Y:<= 1960/H:2/E:2,S_LFBR-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:2,S_LFM-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:3,CR_LFINF-DUL_H2,0.13
COM/Y:<= 1960/H:2/E:3,CR_LFM-DUL_H2,0.035
COM/Y:<= 1960/H:2/E:3,MCF_LWAL-DUL_H2,0.584
COM/Y:<= 1960/H:2/E:3,MR_LWAL-DUL_H2,0.001
COM/Y:<= 1960/H:2/E:3,MUR_LWAL-DNO_H2,0.24
COM/Y:<= 1960/H:2/E:3,S_LFBR-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:3,S_LFM-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:4,CR_LFINF-DUL_H2,0.13
COM/Y:<= 1960/H:2/E:4,CR_LFM-DUL_H2,0.035
COM/Y:<= 1960/H:2/E:4,MCF_LWAL-DUL_H2,0.584
COM/Y:<= 1960/H:2/E:4,MR_LWAL-DUL_H2,0.001
COM/Y:<= 1960/H:2/E:4,MUR_LWAL-DNO_H2,0.24
COM/Y:<= 1960/H:2/E:4,S_LFBR-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:4,S_LFM-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:5,CR_LFINF-DUL_H2,0.13
COM/Y:<= 1960/H:2/E:5,CR_LFM-DUL_H2,0.035
COM/Y:<= 1960/H:2/E:5,MCF_LWAL-DUL_H2,0.584
COM/Y:<= 1960/H:2/E:5,MR_LWAL-DUL_H2,0.001
COM/Y:<= 1960/H:2/E:5,MUR_LWAL-DNO_H2,0.24
COM/Y:<= 1960/H:2/E:5,S_LFBR-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:5,S_LFM-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:6,CR_LFINF-DUL_H2,0.13
COM/Y:<= 1960/H:2/E:6,CR_LFM-DUL_H2,0.035
COM/Y:<= 1960/H:2/E:6,MCF_LWAL-DUL_H2,0.584
COM/Y:<= 1960/H:2/E:6,MR_LWAL-DUL_H2,0.001
COM/Y:<= 1960/H:2/E:6,MUR_LWAL-DNO_H2,0.24
COM/Y:<= 1960/H:2/E:6,S_LFBR-DUL_H2,0.005
COM/Y:<= 1960/H:2/E:6,S_LFM-DUL_H2,0.005
COM/Y:<= 1960/H:3/E:1,CR_LFINF-DUL_H3,0.15
COM/Y:<= 1960/H:3/E:1,CR_LFM-DUL_H3,0.04
COM/Y:<= 1960/H:3/E:1,MCF_LWAL-DUL_H3,0.696
COM/Y:<= 1960/H:3/E:1,MR_LWAL-DUL_H3,0.01
COM/Y:<= 1960/H:3/E:1,MUR_LWAL-DNO_H3,0.1
COM/Y:<= 1960/H:3/E:1,S_LFBR-DUL_H3,0.0015
COM/Y:<= 1960/H:3/E:1,S_LFM-DUL_H3,0.002500000000000222
COM/Y:<= 1960/H:3/E:2,CR_LFINF-DUL_H3,0.15
COM/Y:<= 1960/H:3/E:2,CR_LFM-DUL_H3,0.04
COM/Y:<= 1960/H:3/E:2,MCF_LWAL-DUL_H3,0.696
COM/Y:<= 1960/H:3/E:2,MR_LWAL-DUL_H3,0.01
COM/Y:<= 1960/H:3/E:2,MUR_LWAL-DNO_H3,0.1
COM/Y:<= 1960/H:3/E:2,S_LFBR-DUL_H3,0.0015
COM/Y:<= 1960/H:3/E:2,S_LFM-DUL_H3,0.002500000000000222
COM/Y:<= 1960/H:3/E:3,CR_LFINF-DUL_H3,0.15
COM/Y:<= 1960/H:3/E:3,CR_LFM-DUL_H3,0.04
COM/Y:<= 1960/H:3/E:3,MCF_LWAL-DUL_H3,0.696
COM/Y:<= 1960/H:3/E:3,MR_LWAL-DUL_H3,0.01
COM/Y:<= 1960/H:3/E:3,MUR_LWAL-DNO_H3,0.1
COM/Y:<= 1960/H:3/E:3,S_LFBR-DUL_H3,0.0015
COM/Y:<= 1960/H:3/E:3,S_LFM-DUL_H3,0.002500000000000222
COM/Y:<= 1960/H:3/E:4,CR_LFINF-DUL_H3,0.15
COM/Y:<= 1960/H:3/E:4,CR_LFM-DUL_H3,0.04
COM/Y:<= 1960/H:3/E:4,MCF_LWAL-DUL_H3,0.696
COM/Y:<= 1960/H:3/E:4,MR_LWAL-DUL_H3,0.01
COM/Y:<= 1960/H:3/E:4,MUR_LWAL-DNO_H3,0.1
COM/Y:<= 1960/H:3/E:4,S_LFBR-DUL_H3,0.0015
COM/Y:<= 1960/H:3/E:4,S_LFM-DUL_H3,0.002500000000000222
COM/Y:<= 1960/H:3/E:5,CR_LFINF-DUL_H3,0.15
COM/Y:<= 1960/H:3/E:5,CR_LFM-DUL_H3,0.04
COM/Y:<= 1960/H:3/E:5,MCF_LWAL-DUL_H3,0.696
COM/Y:<= 1960/H:3/E:5,MR_LWAL-DUL_H3,0.01
COM/Y:<= 1960/H:3/E:5,MUR_LWAL-DNO_H3,0.1
COM/Y:<= 1960/H:3/E:5,S_LFBR-DUL_H3,0.0015
COM/Y:<= 1960/H:3/E:5,S_LFM-DUL_H3,0.002500000000000222
COM/Y:<= 1960/H:3/E:6,CR_LFINF-DUL_H3,0.15
COM/Y:<= 1960/H:3/E:6,CR_LFM-DUL_H3,0.04
COM/Y:<= 1960/H:3/E:6,MCF_LWAL-DUL_H3,0.696
COM/Y:<= 1960/H:3/E:6,MR_LWAL-DUL_H3,0.01
COM/Y:<= 1960/H:3/E:6,MUR_LWAL-DNO_H3,0.1
COM/Y:<= 1960/H:3/E:6,S_LFBR-DUL_H3,0.0015
COM/Y:<= 1960/H:3/E:6,S_LFM-DUL_H3,0.002500000000000222
COM/Y:<= 1960/H:4/E:1,CR_LFINF-DUL_H4,0.31
COM/Y:<= 1960/H:4/E:1,CR_LFM-DUL_H4,0.123
COM/Y:<= 1960/H:4/E:1,MCF_LWAL-DUL_H4,0.46
COM/Y:<= 1960/H:4/E:1,MR_LWAL-DUL_H4,0.05
COM/Y:<= 1960/H:4/E:1,MUR_LWAL-DNO_H4,0.05
COM/Y:<= 1960/H:4/E:1,S_LFBR-DUL_H4,0.004
COM/Y:<= 1960/H:4/E:1,S_LFM-DUL_H4,0.003
COM/Y:<= 1960/H:4/E:2,CR_LFINF-DUL_H4,0.31
COM/Y:<= 1960/H:4/E:2,CR_LFM-DUL_H4,0.123
COM/Y:<= 1960/H:4/E:2,MCF_LWAL-DUL_H4,0.46
COM/Y:<= 1960/H:4/E:2,MR_LWAL-DUL_H4,0.05
COM/Y:<= 1960/H:4/E:2,MUR_LWAL-DNO_H4,0.05
COM/Y:<= 1960/H:4/E:2,S_LFBR-DUL_H4,0.004
COM/Y:<= 1960/H:4/E:2,S_LFM-DUL_H4,0.003
COM/Y:<= 1960/H:4/E:3,CR_LFINF-DUL_H4,0.31
COM/Y:<= 1960/H:4/E:3,CR_LFM-DUL_H4,0.123
COM/Y:<= 1960/H:4/E:3,MCF_LWAL-DUL_H4,0.46
COM/Y:<= 1960/H:4/E:3,MR_LWAL-DUL_H4,0.05
COM/Y:<= 1960/H:4/E:3,MUR_LWAL-DNO_H4,0.05
COM/Y:<= 1960/H:4/E:3,S_LFBR-DUL_H4,0.004
COM/Y:<= 1960/H:4/E:3,S_LFM-DUL_H4,0.003
COM/Y:<= 1960/H:4/E:4,CR_LFINF-DUL_H4,0.31
COM/Y:<= 1960/H:4/E:4,CR_LFM-DUL_H4,0.123
COM/Y:<= 1960/H:4/E:4,MCF_LWAL-DUL_H4,0.46
COM/Y:<= 1960/H:4/E:4,MR_LWAL-DUL_H4,0.05
COM/Y:<= 1960/H:4/E:4,MUR_LWAL-DNO_H4,0.05
COM/Y:<= 1960/H:4/E:4,S_LFBR-DUL_H4,0.004
COM/Y:<= 1960/H:4/E:4,S_LFM-DUL_H4,0.003
COM/Y:<= 1960/H:4/E:6,CR_LFINF-DUL_H4,0.31
COM/Y:<= 1960/H:4/E:6,CR_LFM-DUL_H4,0.123
COM/Y:<= 1960/H:4/E:6,MCF_LWAL-DUL_H4,0.46
COM/Y:<= 1960/H:4/E:6,MR_LWAL-DUL_H4,0.05
COM/Y:<= 1960/H:4/E:6,MUR_LWAL-DNO_H4,0.05
COM/Y:<= 1960/H:4/E:6,S_LFBR-DUL_H4,0.004
COM/Y:<= 1960/H:4/E:6,S_LFM-DUL_H4,0.003
COM/Y:<= 1960/H:5/E:2,CR_LFINF-DUL_H5,0.62
COM/Y:<= 1960/H:5/E:2,CR_LFM-DUL_H5,0.3
COM/Y:<= 1960/H:5/E:2,CR_LWAL-DUL_H5,0.01
COM/Y:<= 1960/H:5/E:2,MR_LWAL-DUL_H5,0.05
COM/Y:<= 1960/H:5/E:2,MUR_LWAL-DNO_H5,0.01
COM/Y:<= 1960/H:5/E:2,S_LFBR-DUL_H5,0.01
COM/Y:<= 1960/H:5/E:3,CR_LFINF-DUL_H5,0.62
COM/Y:<= 1960/H:5/E:3,CR_LFM-DUL_H5,0.3
COM/Y:<= 1960/H:5/E:3,CR_LWAL-DUL_H5,0.01
COM/Y:<= 1960/H:5/E:3,MR_LWAL-DUL_H5,0.05
COM/Y:<= 1960/H:5/E:3,MUR_LWAL-DNO_H5,0.01
COM/Y:<= 1960/H:5/E:3,S_LFBR-DUL_H5,0.01
COM/Y:<= 1960/H:5/E:4,CR_LFINF-DUL_H5,0.62
COM/Y:<= 1960/H:5/E:4,CR_LFM-DUL_H5,0.3
COM/Y:<= 1960/H:5/E:4,CR_LWAL-DUL_H5,0.01
COM/Y:<= 1960/H:5/E:4,MR_LWAL-DUL_H5,0.05
COM/Y:<= 1960/H:5/E:4,MUR_LWAL-DNO_H5,0.01
COM/Y:<= 1960/H:5/E:4,S_LFBR-DUL_H5,0.01
COM/Y:<= 1960/H:5/E:5,CR_LFINF-DUL_H5,0.62
COM/Y:<= 1960/H:5/E:5,CR_LFM-DUL_H5,0.3
COM/Y:<= 1960/H:5/E:5,CR_LWAL-DUL_H5,0.01
COM/Y:<= 1960/H:5/E:5,MR_LWAL-DUL_H5,0.05
COM/Y:<= 1960/H:5/E:5,MUR_LWAL-DNO_H5,0.01
COM/Y:<= 1960/H:5/E:5,S_LFBR-DUL_H5,0.01
COM/Y:<= 1960/H:6/E:2,CR_LDUAL-DUL_H6,0.2
COM/Y:<= 1960/H:6/E:2,CR_LFINF-DUL_H6,0.33
COM/Y:<= 1960/H:6/E:2,CR_LFM-DUL_H6,0.45
COM/Y:<= 1960/H:6/E:2,CR_LWAL-DUL_H6,0.01
COM/Y:<= 1960/H:6/E:2,S_LFBR-DUL_H6,0.01
COM/Y:<= 1960/H:6/E:3,CR_LDUAL-DUL_H6,0.2
COM/Y:<= 1960/H:6/E:3,CR_LFINF-DUL_H6,0.33
COM/Y:<= 1960/H:6/E:3,CR_LFM-DUL_H6,0.45
COM/Y:<= 1960/H:6/E:3,CR_LWAL-DUL_H6,0.01
COM/Y:<= 1960/H:6/E:3,S_LFBR-DUL_H6,0.01
COM/Y:<= 1960/H:6/E:5,CR_LDUAL-DUL_H6,0.2
COM/Y:<= 1960/H:6/E:5,CR_LFINF-DUL_H6,0.33
COM/Y:<= 1960/H:6/E:5,CR_LFM-DUL_H6,0.45
COM/Y:<= 1960/H:6/E:5,CR_LWAL-DUL_H6,0.01
COM/Y:<= 1960/H:6/E:5,S_LFBR-DUL_H6,0.01
COM/Y:<= 1960/H:7/E:3,CR_LDUAL-DUL_H7,0.2
COM/Y:<= 1960/H:7/E:3,CR_LFINF-DUL_H7,0.33
COM/Y:<= 1960/H:7/E:3,CR_LFM-DUL_H7,0.45
COM/Y:<= 1960/H:7/E:3,CR_LWAL-DUL_H7,0.01
COM/Y:<= 1960/H:7/E:3,S_LFBR-DUL_H7,0.01
COM/Y:<= 1960/H:7/E:5,CR_LDUAL-DUL_H7,0.2
COM/Y:<= 1960/H:7/E:5,CR_LFINF-DUL_H7,0.33
COM/Y:<= 1960/H:7/E:5,CR_LFM-DUL_H7,0.45
COM/Y:<= 1960/H:7/E:5,CR_LWAL-DUL_H7,0.01
COM/Y:<= 1960/H:7/E:5,S_LFBR-DUL_H7,0.01
COM/Y:<= 1960/H:8/E:5,CR_LDUAL-DUL_H8,0.2
COM/Y:<= 1960/H:8/E:5,CR_LFINF-DUL_H8,0.33
COM/Y:<= 1960/H:8/E:5,CR_LFM-DUL_H8,0.45
COM/Y:<= 1960/H:8/E:5,CR_LWAL-DUL_H8,0.01
COM/Y:<= 1960/H:8/E:5,S_LFBR-DUL_H8,0.01
COM/Y:<= 1960/H:9/E:3,CR_LDUAL-DUL_H9,0.2
COM/Y:<= 1960/H:9/E:3,CR_LFINF-DUL_H9,0.33
COM/Y:<= 1960/H:9/E:3,CR_LFM-DUL_H9,0.45
COM/Y:<= 1960/H:9/E:3,CR_LWAL-DUL_H9,0.01
COM/Y:<= 1960/H:9/E:3,S_LFBR-DUL_H9,0.01
COM/Y:> 2010/H:1/E:1,CR_LFINF-DUH_H1,0.027
COM/Y:> 2010/H:1/E:1,CR_LFINF-DUL_H1,0.036
COM/Y:> 2010/H:1/E:1,CR_LFINF-DUM_H1,0.027
COM/Y:> 2010/H:1/E:1,CR_LFM-DUH_H1,0.0045
COM/Y:> 2010/H:1/E:1,CR_LFM-DUL_H1,0.006
COM/Y:> 2010/H:1/E:1,CR_LFM-DUM_H1,0.0045
COM/Y:> 2010/H:1/E:1,MCF_LWAL-DUH_H1,0.053
COM/Y:> 2010/H:1/E:1,MCF_LWAL-DUL_H1,0.424
COM/Y:> 2010/H:1/E:1,MCF_LWAL-DUM_H1,0.053
COM/Y:> 2010/H:1/E:1,MR_LWAL-DUH_H1,0.0005
COM/Y:> 2010/H:1/E:1,MR_LWAL-DUL_H1,0.004
COM/Y:> 2010/H:1/E:1,MR_LWAL-DUM_H1,0.0005
COM/Y:> 2010/H:1/E:1,MUR_LWAL-DNO_H1,0.34
COM/Y:> 2010/H:1/E:1,S_LFBR-DUH_H1,0.008
COM/Y:> 2010/H:1/E:1,S_LFBR-DUM_H1,0.002
COM/Y:> 2010/H:1/E:1,S_LFM-DUH_H1,0.008
COM/Y:> 2010/H:1/E:1,S_LFM-DUM_H1,0.002
COM/Y:> 2010/H:1/E:2,CR_LFINF-DUH_H1,0.027
COM/Y:> 2010/H:1/E:2,CR_LFINF-DUL_H1,0.036
COM/Y:> 2010/H:1/E:2,CR_LFINF-DUM_H1,0.027
COM/Y:> 2010/H:1/E:2,CR_LFM-DUH_H1,0.0045
COM/Y:> 2010/H:1/E:2,CR_LFM-DUL_H1,0.006
COM/Y:> 2010/H:1/E:2,CR_LFM-DUM_H1,0.0045
COM/Y:> 2010/H:1/E:2,MCF_LWAL-DUH_H1,0.053
COM/Y:> 2010/H:1/E:2,MCF_LWAL-DUL_H1,0.424
COM/Y:> 2010/H:1/E:2,MCF_LWAL-DUM_H1,0.053
COM/Y:> 2010/H:1/E:2,MR_LWAL-DUH_H1,0.0005
COM/Y:> 2010/H:1/E:2,MR_LWAL-DUL_H1,0.004
COM/Y:> 2010/H:1/E:2,MR_LWAL-DUM_H1,0.0005
COM/Y:> 2010/H:1/E:2,MUR_LWAL-DNO_H1,0.34
COM/Y:> 2010/H:1/E:2,S_LFBR-DUH_H1,0.008
COM/Y:> 2010/H:1/E:2,S_LFBR-DUM_H1,0.002
COM/Y:> 2010/H:1/E:2,S_LFM-DUH_H1,0.008
COM/Y:> 2010/H:1/E:2,S_LFM-DUM_H1,0.002
COM/Y:> 2010/H:1/E:3,CR_LFINF-DUH_H1,0.027
COM/Y:> 2010/H:1/E:3,CR_LFINF-DUL_H1,0.036
COM/Y:> 2010/H:1/E:3,CR_LFINF-DUM_H1,0.027
COM/Y:> 2010/H:1/E:3,CR_LFM-DUH_H1,0.0045
COM/Y:> 2010/H:1/E:3,CR_LFM-DUL_H1,0.006
COM/Y:> 2010/H:1/E:3,CR_LFM-DUM_H1,0.0045
COM/Y:> 2010/H:1/E:3,MCF_LWAL-DUH_H1,0.053
COM/Y:> 2010/H:1/E:3,MCF_LWAL-DUL_H1,0.424
COM/Y:> 2010/H:1/E:3,MCF_LWAL-DUM_H1,0.053
COM/Y:> 2010/H:1/E:3,MR_LWAL-DUH_H1,0.0005
COM/Y:> 2010/H:1/E:3,MR_LWAL-DUL_H1,0.004
COM/Y:> 2010/H:1/E:3,MR_LWAL-DUM_H1,0.0005
COM/Y:> 2010/H:1/E:3,MUR_LWAL-DNO_H1,0.34
COM/Y:> 2010/H:1/E:3,S_LFBR-DUH_H1,0.008
COM/Y:> 2010/H:1/E:3,S_LFBR-DUM_H1,0.002
COM/Y:> 2010/H:1/E:3,S_LFM-DUH_H1,0.008
COM/Y:> 2010/H:1/E:3,S_LFM-DUM_H1,0.002
COM/Y:> 2010/H:1/E:4,CR_LFINF-DUH_H1,0.027
COM/Y:> 2010/H:1/E:4,CR_LFINF-DUL_H1,0.036
COM/Y:> 2010/H:1/E:4,CR_LFINF-DUM_H1,0.027
COM/Y:> 2010/H:1/E:4,CR_LFM-DUH_H1,0.0045
COM/Y:> 2010/H:1/E:4,CR_LFM-DUL_H1,0.006
COM/Y:> 2010/H:1/E:4,CR_LFM-DUM_H1,0.0045
COM/Y:> 2010/H:1/E:4,MCF_LWAL-DUH_H1,0.053
COM/Y:> 2010/H:1/E:4,MCF_LWAL-DUL_H1,0.424
COM/Y:> 2010/H:1/E:4,MCF_LWAL-DUM_H1,0.053
COM/Y:> 2010/H:1/E:4,MR_LWAL-DUH_H1,0.0005
COM/Y:> 2010/H:1/E:4,MR_LWAL-DUL_H1,0.004
COM/Y:> 2010/H:1/E:4,MR_LWAL-DUM_H1,0.0005
COM/Y:> 2010/H:1/E:4,MUR_LWAL-DNO_H1,0.34
COM/Y:> 2010/H:1/E:4,S_LFBR-DUH_H1,0.008
COM/Y:> 2010/H:1/E:4,S_LFBR-DUM_H1,0.002
COM/Y:> 2010/H:1/E:4,S_LFM-DUH_H1,0.008
COM/Y:> 2010/H:1/E:4,S_LFM-DUM_H1,0.002
COM/Y:> 2010/H:1/E:5,CR_LFINF-DUH_H1,0.027
COM/Y:> 2010/H:1/E:5,CR_LFINF-DUL_H1,0.036
COM/Y:> 2010/H:1/E:5,CR_LFINF-DUM_H1,0.027
COM/Y:> 2010/H:1/E:5,CR_LFM-DUH_H1,0.0045
COM/Y:> 2010/H:1/E:5,CR_LFM-DUL_H1,0.006
COM/Y:> 2010/H:1/E:5,CR_LFM-DUM_H1,0.0045
COM/Y:> 2010/H:1/E:5,MCF_LWAL-DUH_H1,0.053
COM/Y:> 2010/H:1/E:5,MCF_LWAL-DUL_H1,0.424
COM/Y:> 2010/H:1/E:5,MCF_LWAL-DUM_H1,0.053
COM/Y:> 2010/H:1/E:5,MR_LWAL-DUH_H1,0.0005
COM/Y:> 2010/H:1/E:5,MR_LWAL-DUL_H1,0.004
COM/Y:> 2010/H:1/E:5,MR_LWAL-DUM_H1,0.0005
COM/Y:> 2010/H:1/E:5,MUR_LWAL-DNO_H1,0.34
COM/Y:> 2010/H:1/E:5,S_LFBR-DUH_H1,0.008
COM/Y:> 2010/H:1/E:5,S_LFBR-DUM_H1,0.002
COM/Y:> 2010/H:1/E:5,S_LFM-DUH_H1,0.008
COM/Y:> 2010/H:1/E:5,S_LFM-DUM_H1,0.002
COM/Y:> 2010/H:1/E:6,CR_LFINF-DUH_H1,0.027
COM/Y:> 2010/H:1/E:6,CR_LFINF-DUL_H1,0.036
COM/Y:> 2010/H:1/E:6,CR_LFINF-DUM_H1,0.027
COM/Y:> 2010/H:1/E:6,CR_LFM-DUH_H1,0.0045
COM/Y:> 2010/H:1/E:6,CR_LFM-DUL_H1,0.006
COM/Y:> 2010/H:1/E:6,CR_LFM-DUM_H1,0.0045
COM/Y:> 2010/H:1/E:6,MCF_LWAL-DUH_H1,0.053
COM/Y:> 2010/H:1/E:6,MCF_LWAL-DUL_H1,0.424
COM/Y:> 2010/H:1/E:6,MCF_LWAL-DUM_H1,0.053
COM/Y:> 2010/H:1/E:6,MR_LWAL-DUH_H1,0.0005
COM/Y:> 2010/H:1/E:6,MR_LWAL-DUL_H1,0.004
COM/Y:> 2010/H:1/E:6,MR_LWAL-DUM_H1,0.0005
COM/Y:> 2010/H:1/E:6,MUR_LWAL-DNO_H1,0.34
COM/Y:> 2010/H:1/E:6,S_LFBR-DUH_H1,0.008
